time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Axis 7,Axis 8,Left Shoulder-yaw,Left Shoulder-pitch,Left Shoulder-roll,Left Elbow,Right Shoulder-yaw,Right Shoulder-pitch,Right Shoulder-roll,Right Elbow,Left Hip-yaw,Left Hip-pitch,Left Hip-roll,Left Knee,Right Hip-yaw,Right Hip-pitch,Right Hip-roll,Right Knee
0.015,4.452886848298848,23.920697524492287,15.583470907732206,0.003022914319955473,-18.38157696908088,-14.580195901668429,-0.6329186638273303,1.3559145871158143,-29.960785,4.9024055,62.57115,85.20462499999998,-40.368425,-12.34387,27.030005,65.0931,-30.246195,-7.495015,58.10361,44.293000000000006,19.39015,0.2992671,20.10426,49.685800000000015
0.016,4.419954851749794,23.876757945730464,15.569928498345863,0.0029486659364563648,-18.380330604903808,-14.511470791141743,-0.6496899263439851,1.375095522948096,-30.038104,4.9990592,62.55036,85.27639999999998,-40.50752,-12.338128,27.053072,64.94064,-30.413208,-7.510756,58.244784,44.0752,19.29016,0.29460024,20.076144,49.91152000000001
0.017,4.387022855200738,23.83281836696864,15.556386088959524,0.0028744175529572566,-18.379084240726733,-14.44274568061506,-0.66646118886064,1.3942764587803775,-30.115423,5.0957129,62.52957,85.34817499999998,-40.646615,-12.332386,27.076139,64.78818,-30.580221,-7.526497,58.385958,43.857400000000005,19.19017,0.28993338,20.048028,50.137240000000006
0.018000000000000002,4.3540908586516816,23.788878788206812,15.542843679573185,0.0028001691694581484,-18.377837876549656,-14.374020570088376,-0.6832324513772948,1.4134573946126587,-30.192742,5.1923666,62.50878,85.41995,-40.78571,-12.326644,27.099206,64.63571999999999,-30.747234,-7.542238,58.527132,43.6396,19.090180000000004,0.28526652,20.019912,50.362960000000015
0.019,4.321158862102625,23.744939209444997,15.529301270186842,0.0027259207859590406,-18.37659151237259,-14.305295459561693,-0.7000037138939497,1.4326383304449406,-30.270061,5.2890203,62.48799,85.491725,-40.924805,-12.320902,27.122273,64.48326,-30.914247,-7.557979,58.668306,43.4218,18.990190000000005,0.28059966,19.991796,50.58868000000001
0.02,4.28822686555357,23.700999630683167,15.5157588608005,0.0026516724024599325,-18.375345148195517,-14.236570349035008,-0.7167749764106046,1.451819266277222,-30.34738,5.385674,62.4672,85.5635,-41.0639,-12.31516,27.14534,64.3308,-31.08126,-7.573719999999998,58.80948,43.204,18.890200000000004,0.27593280000000003,19.96368,50.814400000000006
0.021,4.25455923908883,23.654156119168768,15.501344009689948,0.0044777183681844,-18.360680522187767,-14.166861575713396,-0.7253473519045437,1.4770503658560703,-30.402974,5.4781012,62.419866,85.627059,-41.206629,-12.315975,27.176623,64.19809,-31.251591,-7.590093,58.942833,43.00673999999999,18.795740000000006,0.26892912,19.961397,51.05118000000001
0.022,4.220384281647753,23.605309895411214,15.486327474631665,0.007614312160959586,-18.33676192250369,-14.09647441425735,-0.7282653225552302,1.506453992156689,-30.453068,5.569458399999999,62.365812,85.688538,-41.350278,-12.31845,27.209986,64.07038,-31.422762,-7.606626,59.074206,42.81468,18.702680000000004,0.26133384000000004,19.965654,51.290760000000006
0.023,4.186209324206679,23.556463671653656,15.471310939573378,0.01075090595373478,-18.312843322819624,-14.026087252801304,-0.7311832932059171,1.5358576184573078,-30.503162,5.660815599999999,62.311758,85.750017,-41.493927,-12.320925,27.243349,63.94267,-31.593933,-7.623159,59.205579,42.62262,18.609620000000007,0.25373856,19.969911,51.53034000000001
0.024,4.152034366765604,23.507617447896106,15.456294404515091,0.013887499746509978,-18.28892472313555,-13.95570009134526,-0.7341012638566038,1.5652612447579266,-30.553256,5.7521728,62.257704,85.811496,-41.637576,-12.3234,27.276712,63.81496,-31.765104,-7.639692,59.336952,42.43056,18.516560000000005,0.24614328,19.974168,51.769920000000006
0.025,4.117859409324528,23.45877122413855,15.441277869456808,0.017024093539285176,-18.26500612345148,-13.885312929889212,-0.7370192345072906,1.5946648710585452,-30.60335,5.84353,62.20365,85.87297499999998,-41.781225,-12.325875,27.310075,63.68725,-31.936275,-7.656225,59.468325,42.2385,18.423500000000004,0.238548,19.978425,52.00950000000001
